Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
112 MELROSE AVE E,9000096000,OS-ONE STOREY,2017,9,"$154,750","$156,500"
114 MELROSE AVE E,9000096500,OH-ONE & 1/2 STOREY,2016,7,"$187,500","$194,600"
127 MELROSE AVE E,9000240000,OH-ONE & 1/2 STOREY,2017,10,"$178,500","$180,100"
216 MELROSE AVE E,9000109000,OH-ONE & 1/2 STOREY,2017,5,"$153,217","$156,100"
221 MELROSE AVE E,9000227500,OH-ONE & 1/2 STOREY,2016,6,"$180,000","$187,200"
233 MELROSE AVE E,9000225000,OH-ONE & 1/2 STOREY,2016,3,"$220,000","$230,100"
301 MELROSE AVE E,9000218000,OS-ONE STOREY,2016,5,"$215,000","$224,000"
302 MELROSE AVE E,9000118500,O3-ONE & 3/4 STOREY,2017,4,"$170,000","$173,600"
309 MELROSE AVE E,9000216500,OS-ONE STOREY,2017,9,"$180,000","$182,000"
318 MELROSE AVE E,9000121500,OS-ONE STOREY,2017,8,"$215,000","$217,800"
413 MELROSE AVE E,9000203000,OH-ONE & 1/2 STOREY,2017,6,"$222,000","$225,800"
415 MELROSE AVE E,9010473620,TS-TWO STOREY,2016,8,"$272,067.80","$281,900"
426 MELROSE AVE E,9000134000,OS-ONE STOREY,2016,12,"$195,000","$200,700"
505 MELROSE AVE E,9000183000,TS-TWO STOREY,2016,4,"$192,000","$200,400"
507 MELROSE AVE E,9000182500,TS-TWO STOREY,2016,6,"$186,500","$194,000"
101 MELROSE AVE W,9000253000,O3-ONE & 3/4 STOREY,2017,7,"$200,000","$203,000"
105 MELROSE AVE W,9000254000,OH-ONE & 1/2 STOREY,2017,4,"$222,000","$226,700"
109 MELROSE AVE W,9000255000,OS-ONE STOREY,2017,5,"$116,000","$118,200"
110 MELROSE AVE W,9000085500,OH-ONE & 1/2 STOREY,2017,5,"$186,000","$189,500"
121 MELROSE AVE W,9010422500,OH-ONE & 1/2 STOREY,2016,5,"$195,000","$203,200"
219 MELROSE AVE W,9010473615,OS-ONE STOREY,2016,12,"$199,000","$204,800"
